date,description,amount,category
2025-05-02,ONLINE PAYMENT ALLEN LTD 216 CT EAST KATRINA WV  86f6,1036.17,Electronics
2026-01-07,"POS HARRIS, WILSON AND RASMUSSEN 578 OR RIOSHAVEN IA  55k8",16.64,Restaurants
2025-09-12,DEBIT JOHNSON-MARTINEZ 163 MN SOUTH KYLEHAVEN NH  78s1,198.78,Groceries
2024-12-17,"INV ROSE, HARVEY AND BROWN 675 FM NEW KAREN FL  71u9",125.89,Utilities
2025-03-11,"PURCHASE AUTHORIZED MOORE, LONG AND ROSE 971 IA LAKE LAURIEHAVEN UT  48C4",215.48,Utilities
2024-06-13,PURCHASE AUTHORIZED HUGHES LLC 598 VA LAKE MATTHEWBURGH DC  23T5,96.97,Gas
2024-03-15,DEBIT TAYLOR LLC 859 MH STEPHENSMOUTH DE  57o0,47.79,Public Transport
2024-11-17,# KNIGHT-ACOSTA 969 DE NORTH KAREN CA  52z2,94.58,Restaurants
2025-07-12,"PAYMENT MOORE, JOHNSON AND LONG 954 RI SOUTH LEROYLAND KY  92V0",488.31,Other
2025-05-09,TXN VAZQUEZ LLC 633 NH HARTMANBOROUGH FL  27b9,294.08,Utilities
2025-01-26,TXN BEASLEY LLC 434 AK NORTH JENNIFER SC  89A7,454.05,Other
2024-07-17,DEBIT PUBLIX NORTH SCOTTLAND FL  86a3,115.47,Groceries
2025-03-06,PURCHASE AUTHORIZED HARRIS-KNIGHT 936 HI BROWNLAND MA  77A7,13.61,Streaming
2025-11-10,"ONLINE PAYMENT TUCKER, KENNEDY AND HAMILTON 705 MO EAST MARCUS MT  23i7",147.11,Restaurants
2024-10-08,"# SANDERS, JACKSON AND JACKSON 259 CO SOUTH HALEYFURT IA  86l0",288.62,Other
2024-09-12,"TXN WHITE, JENKINS AND WEAVER 260 MN GLENNPORT ID  72V8",143.47,Groceries
2025-11-25,REF WEAVER AND SONS 930 MI SHAWSIDE MO  76w3,470.82,Other
2025-05-10,TXN AMAZON MARKETPLACE NEW AMY NE  95E8,179.83,Other
2025-02-17,"PAYMENT SNYDER, WALTON AND HOPKINS 866 VA NEW STEPHEN MI  58P1",120.82,Utilities
2025-08-22,ONLINE PAYMENT RODRIGUEZ AND SONS 439 AR LUCASBERG KY  81M5,32.24,Groceries
2026-02-17,"ONLINE PAYMENT STEWART, TURNER AND RAMIREZ 091 NV WEST CYNTHIASIDE HI  37l1",36.47,Gas
2024-06-04,# BENITEZ-HOUSTON 375 MN NEW TREVOR AZ  50v4,15.2,Groceries
2025-01-05,"INV CHARLES, MYERS AND HANEY 965 MS EAST MICHAEL ID  93E1",11.76,Streaming
2024-08-15,"ONLINE PAYMENT RUIZ, ROBERTSON AND HERNANDEZ 263 PR HOWARDSIDE TX  46R2",12.03,Coffee Shops
2024-03-13,"DEBIT GIBSON, SMITH AND EDWARDS 027 MH NEW BOBBY NM  25v3",74.82,Gas
2025-03-14,"DEBIT HARDIN, BAILEY AND FRANCO 834 VT LAKE HEATHER MA  31w4",227.41,Other
2024-07-07,"# HENDRICKS, DEAN AND DAVIS 403 NM PORT ANGELABURY WA  29Q4",142.37,Other
2024-06-14,TXN GRAHAM INC 196 OH WEST PATRICIAHAVEN FL  28v9,3.48,Coffee Shops
2025-08-01,TXN BLACK-WHITE 618 CA LAKE ALEXANDER DE  98y3,7.73,Coffee Shops
2024-05-28,PAYMENT TURNER-WARREN 939 OK LAKE ASHLEY SD  54b8,193.16,Groceries
2025-12-21,"PAYMENT ROBINSON, ROBINSON AND WRIGHT 779 OH STEPHANIEBURY ID  53n6",479.64,Other
2025-03-20,POS RIVERA AND SONS 045 KS DENNISVIEW LA  24y6,226.95,Insurance
2025-11-20,POS NASH GROUP 044 AL SOUTH JOSEPHBURY KY  48w8,442.14,Clothing
2025-11-03,ONLINE PAYMENT JACKSON PLC 084 SC JAREDHAVEN KY  01b3,173.21,Insurance
2024-04-10,# HOLLAND-JOHNSON 045 IN CHELSEAPORT NV  10k0,78.9,Groceries
2024-06-22,PAYMENT STEVENSON-HUNT 909 NM MICHELLEFORT FL  55f5,274.15,Clothing
2025-10-29,INV RAMIREZ-LOGAN 131 OK TIMBURY NM  94B7,10.4,Public Transport
2024-03-08,"ONLINE PAYMENT MONROE, ALLEN AND FOLEY 865 NJ BRITTNEYVIEW NJ  30F1",181.84,Clothing
2024-02-22,PAYMENT EBAY SOUTH CARLA MO  20D5,444.96,Other
2026-01-12,DEBIT BAKER PLC 227 PW BARBARABURGH NE  77I0,119.38,Groceries
2024-12-06,REF ODOM PLC 840 RI DANIELTOWN AR  08o8,47.17,Clothing
2025-05-16,TXN ARNOLD LTD 635 MH NEW JOSHUABURY IN  64R9,387.25,Other
2025-12-02,PAYMENT MASSEY-VILLANUEVA 719 PR THOMASSTAD HI  24e3,5.14,Coffee Shops
2025-09-13,TXN CONWAY GROUP 279 AR LAKE BRIANNA MH  33s4,39.88,Gas
2024-11-22,TXN SMITH-SCHULTZ 808 VI DAVIDBERG ME  71h3,9.02,Public Transport
2025-07-14,TXN ORTIZ-OWENS 517 HI FOSTERVILLE IN  98s7,266.7,Other
2024-04-22,"PURCHASE AUTHORIZED RAMOS, MARTINEZ AND GEORGE 398 FM SOUTH ELIZABETHSTAD ND  72N6",133.86,Groceries
2026-01-31,"ONLINE PAYMENT MASON, KNOX AND GRAVES 794 CO EAST JAMESSHIRE CO  57M4",65.72,Insurance
2025-03-28,TXN WHITE PLC 820 OK WILLISMOUTH MS  64h2,175.57,Clothing
2024-10-08,ONLINE PAYMENT SMITH-SNOW 669 MT LAKE DAVIDTON LA  83d3,82.16,Utilities
2024-08-26,TXN LIBERTY MUTUAL SOUTH ANNABURY NH  28t8,69.11,Insurance
2025-09-05,REF OROZCO-MATTHEWS 725 MI SOUTH JOSEPH AS  06e4,276.74,Electronics
2025-03-23,ONLINE PAYMENT REILLY-MORGAN 390 NJ REBECCAVIEW AR  44N5,81.23,Restaurants
2024-12-02,PURCHASE AUTHORIZED RAMIREZ-FREEMAN 753 MO BECKBERG NV  66e3,3.37,Coffee Shops
2024-06-29,PURCHASE AUTHORIZED FLORES LTD 610 ME JOSHUACHESTER WY  93T3,5.86,Coffee Shops
2025-06-12,ONLINE PAYMENT BOYD AND SONS 527 GA SOTOBERG KY  49Y6,6.11,Streaming
2025-11-05,REF WEAVER-DOUGLAS 826 WA KINGBURY MD  13V0,17.35,Streaming
2024-09-21,POS BROOKS LTD 236 OK NORTH KELLYVILLE NY  43N8,84.76,Restaurants
2025-06-01,ONLINE PAYMENT DAVIS LTD 847 ND MARGARETSHIRE DC  04E5,395.42,Other
2025-06-30,ONLINE PAYMENT WILSON LLC 856 AK CHRISTENSENVIEW WA  29q7,332.42,Clothing
2025-03-24,REF ROJAS-COLEMAN 072 MN TRACIEBURGH UT  87D0,10.75,Coffee Shops
2025-12-06,"PURCHASE AUTHORIZED ACEVEDO, CLAY AND MILLS 865 KY SMITHVILLE CO  47t5",99.36,Restaurants
2024-11-22,"INV UNDERWOOD, SHAH AND VASQUEZ 738 NH WEST JAMES ID  96z9",31.24,Restaurants
2025-02-11,ONLINE PAYMENT EBAY HEATHERTON MD  92k1,324.31,Other
2024-06-23,"# MITCHELL, MOORE AND MERCADO 022 AK BAILEYSHIRE MS  96A6",159.85,Utilities
2024-04-12,ONLINE PAYMENT HENRY-REED 202 CA SOUTH ASHLEYVILLE VT  39u7,17.6,Groceries
2025-03-07,"# KLEIN, GRANT AND COLE 709 AZ BILLYMOUTH AL  38w9",366.44,Other
2024-12-22,DEBIT EVANS GROUP 679 DC FISHERBERG IL  99J8,489.43,Clothing
2025-10-12,"DEBIT SULLIVAN, MARTINEZ AND NOLAN 904 NH GILBERTBERG CO  09O4",754.67,Airfare
2024-09-24,DEBIT WILLIAMS LLC 972 AK SOUTH KIARA NH  62e4,207.39,Hotels
2025-03-29,ONLINE PAYMENT ROGERS-MOORE 882 VA SARASIDE NC  77U9,35.1,Public Transport
2024-10-01,PAYMENT GARCIA PLC 746 UT TAYLORSHIRE DC  01a9,418.99,Other
2024-04-27,PAYMENT TORRES-MORRIS 137 MN CAROLYNBERG AZ  08G5,58.63,Restaurants
2024-06-27,"PAYMENT JARVIS, LYONS AND ROCHA 341 MA JOHNSONSTAD NJ  80X7",189.5,Other
2024-09-01,INV DIAZ-WOOD 660 MI EAST WENDY NY  41P7,172.4,Other
2025-10-24,INV POWERS PLC 860 MS NORTH DON WI  02A6,102.96,Restaurants
2025-05-17,"PAYMENT WILLIAMS, WARE AND LIVINGSTON 875 NC SOUTH STEPHANIESIDE SC  25z8",113.22,Groceries
2024-03-17,DEBIT CARIBOU COFFEE SOUTH ZACHARYBURGH AL  96t3,14.99,Coffee Shops
2024-12-08,PURCHASE AUTHORIZED BEASLEY AND SONS 682 VT LAKE TRACEY MI  51D9,252.54,Electronics
2026-01-30,ONLINE PAYMENT MITCHELL-WERNER 766 AR CLAYTONSIDE ME  21d4,85.78,Utilities
2025-04-08,TXN SCHNEIDER-SMITH 949 MP MITCHELLSIDE MN  59F3,1812.28,Electronics
2024-10-22,DEBIT PROCTOR-VANCE 642 FM BROWNVILLE NJ  38l3,162.47,Clothing
2025-05-19,TXN NICHOLS-OWENS 742 TN ERICHAVEN PW  11p7,63.52,Restaurants
2025-08-16,REF NUNEZ-DALTON 227 AK JENNIFERPORT GA  85x4,1254.76,Electronics
2025-10-29,ONLINE PAYMENT CON EDISON WILSONBERG VA  16t4,53.28,Utilities
2025-09-02,"PURCHASE AUTHORIZED SMITH, WARNER AND TURNER 988 AK NORTH NICOLEMOUTH ND  95s1",19.16,Restaurants
2024-12-22,PAYMENT WILSON-WHITE 527 NH DONALDBERG CT  38z5,310.31,Hotels
2025-09-26,INV ALLEN-DELACRUZ 209 NH KRISTENFURT NM  17J0,8.31,Coffee Shops
2025-11-10,POS COSTCO MEGANBOROUGH GU  06y6,116.94,Groceries
2025-08-17,"DEBIT MATA, MORGAN AND FLEMING 549 NM WEST TONY MD  45N5",131.25,Restaurants
2024-03-22,POS KFC LAKE PAMELA IA  56B5,111.45,Restaurants
2024-09-02,PURCHASE AUTHORIZED WILLIAMS PLC 324 IL EAST JACOB DE  92q5,220.11,Utilities
2024-12-07,TXN SMITH GROUP 307 GA EAST TERRYTON NM  92P2,13.5,Clothing
2025-02-22,"PAYMENT MACK, WARE AND HUNT 980 NC NEW JESSEMOUTH MA  51f2",256.76,Other
2025-12-26,TXN DECKER-HALE 203 DC SOUTH GWENDOLYNBURGH PW  11P0,404.65,Other
2025-12-12,PURCHASE AUTHORIZED PATRICK INC 289 ND NORTH GEORGE ID  26h0,30.61,Groceries
2024-08-06,# MANNING-VANCE 155 MA NORTH BRIANHAVEN CT  98j0,78.81,Other
2024-05-12,PURCHASE AUTHORIZED ETSY PORT JOHNMOUTH NM  07K6,422.62,Other
2025-09-12,"PURCHASE AUTHORIZED HOFFMAN, PARKER AND HUBER 658 CT NORTH ANDREWSTAD WA  78p3",169.48,Other
2025-06-13,TXN HAYES-MILLER 600 WI TRACYSHIRE DE  33Q3,90.33,Utilities
2025-12-20,PAYMENT MCCOY PLC 188 WI SCOTTBURGH NV  15R3,10.92,Coffee Shops
2024-07-22,"DEBIT RAMOS, MARTINEZ AND SCHROEDER 463 TX WHITEBURY GU  95a0",178.68,Other
2025-01-17,# HAYES GROUP 340 MP SOUTH RUBEN NC  05G9,9.58,Public Transport
2024-04-01,"TXN BLACK, OLIVER AND SHAW 682 WY WILSONHAVEN CA  41h7",297.29,Utilities
2025-10-28,PAYMENT MOORE AND SONS 609 TX TARAMOUTH NM  04F6,429.95,Other
2024-06-30,"ONLINE PAYMENT WARREN, JONES AND MCCARTHY 277 MH HINTONLAND FL  45h0",438.68,Clothing
2025-09-10,DEBIT BANKS-MORSE 634 AS SOUTH LUCASBERG FM  99N8,10.5,Coffee Shops
2025-12-08,# PAYPAL WALKERTON AR  83c8,261.88,Other
2025-06-08,REF JORDAN-STEELE 030 AS NORTH ANNAVILLE NV  41S4,253.9,Utilities
2025-02-11,# JOHNSON INC 891 TN WEST ELIZABETH ID  79H7,367.03,Insurance
2024-09-28,# CARR-JACKSON 725 CT WEST CALVINBURGH NV  30D4,32.36,Other
2025-02-13,"INV LOPEZ, MENDOZA AND NASH 735 RI GARCIATON TX  35n2",39.86,Public Transport
2025-02-18,PURCHASE AUTHORIZED CLINE-ARMSTRONG 770 NJ NORTH AARONPORT MT  73k9,90.76,Groceries
2025-02-26,"PURCHASE AUTHORIZED LEWIS, ALEXANDER AND SANCHEZ 071 IL TAYLORHAVEN OR  08Z2",125.96,Utilities
2025-11-14,# EBAY LAKE KELLY AK  39p7,489.27,Other
2024-03-30,"# ALLEN, CHANDLER AND FRANCIS 349 MD EAST LAURASIDE AZ  69l9",18.36,Streaming
2024-11-09,PURCHASE AUTHORIZED BALDWIN-DEAN 213 NH WATSONFURT KS  20b0,249.01,Utilities
2025-06-29,INV DECKER LTD 538 PA BREWERFURT WI  25h1,52.27,Restaurants
2025-12-27,INV JACKSON-REYES 379 VT TRAVISBERG MS  69P9,203.11,Electronics
2024-05-17,"POS TAYLOR, HORN AND HUNT 581 NM ZIMMERMANTON GA  19r7",91.96,Other
2024-04-28,TXN PEETS COFFEE EAST STEVEN IA  39c2,11.12,Coffee Shops
2024-12-29,"# WARD, WEST AND ANDERSON 081 AR DAVIDBURY IA  79F8",22.09,Gas
2024-07-23,DEBIT MOORE-HOLLAND 099 AZ SOUTH JEREMYTON FM  90Z6,131.87,Restaurants
2024-03-27,DEBIT VANCE LTD 883 SD BANKSVIEW GA  89q0,350.29,Clothing
2025-04-22,ONLINE PAYMENT FACEBOOK ADS LEVISTAD CO  43a7,496.41,Other
2025-10-03,PAYMENT HICKS-PAUL 290 MT PORT JASONSTAD ID  52T0,2.22,Coffee Shops
2024-03-13,DEBIT NORMAN AND SONS 321 NH PORT GARYSIDE AR  38B6,110.22,Restaurants
2025-10-18,PAYMENT FULLER LTD 656 ND BAKERFORT KY  17a7,82.17,Utilities
2024-05-02,TXN PIZZA HUT SOUTH TIFFANY PA  06p7,78.05,Restaurants
2024-11-29,REF RODRIGUEZ INC 065 NJ SOUTH KYLE LA  28f0,79.76,Restaurants
2024-02-25,PURCHASE AUTHORIZED SPROUTS HENRYVIEW TX  42J6,15.06,Groceries
2025-09-29,PAYMENT AMAZON RICARDOHAVEN FM  14W0,1390.46,Electronics
2025-07-20,INV JONES GROUP 680 IN SOUTH ANTHONY UT  88B2,364.89,Insurance
2025-01-14,TXN HENDERSON LLC 853 PA BROOKSBURY FL  20S0,386.22,Clothing
2024-07-11,PURCHASE AUTHORIZED DAVIS-COLEMAN 536 NV LAKE WILLIAM FL  46i3,346.38,Clothing
2025-05-28,DEBIT ALASKA AIR PORT TIMOTHYTON MN  52W3,734.5,Airfare
2025-04-06,DEBIT BUTLER-LLOYD 069 TX PORT MICHAEL KS  50e9,42.43,Gas
2025-11-08,"POS DUNCAN, SPENCER AND DUNLAP 552 OK PORT JUSTINPORT AZ  46j0",303.22,Other
2024-06-07,"TXN MCCONNELL, RICHARDSON AND EWING 792 UT WEST NANCY GU  34w5",17.39,Public Transport
2024-02-28,REF ROGERS-CISNEROS 126 MT WEST JAMIEHAVEN NY  51W9,280.63,Clothing
2024-04-02,INV LAWRENCE AND SONS 627 WV LAKE CHRISTOPHER MD  57z6,123.38,Clothing
2024-06-14,INV NYC MTA LAKE EDWARDBURY PA  37u6,46.42,Public Transport
2024-11-05,TXN UNDERWOOD-FARMER 687 VT SAMANTHASIDE ME  27C4,123.96,Groceries
2025-07-19,DEBIT JOHNSON INC 012 AK PORT SARAHSIDE WA  78U1,124.44,Insurance
2025-01-26,ONLINE PAYMENT LANE AND SONS 929 ME BRIGGSFURT MO  93T1,118.36,Hotels
2025-05-04,TXN BARNETT LLC 967 AL GUERRAHAVEN GU  26y6,1980.11,Electronics
2024-07-07,PURCHASE AUTHORIZED SANDERS-WELLS 531 OK JOHNSIDE MI  19e1,490.61,Clothing
2025-04-02,REF NATIONWIDE CALDWELLMOUTH MI  14H2,385.86,Insurance
2024-05-23,DEBIT BUCHANAN-MOLINA 859 ME NICHOLASSHIRE DC  39O7,53.09,Other
2026-01-10,TXN EVANS-RAYMOND 743 TN SHAHMOUTH CO  74B1,12.81,Public Transport
2024-07-06,"PAYMENT WONG, GREENE AND NELSON 333 HI NEW RACHEL NJ  27a4",126.88,Restaurants
2025-11-29,DEBIT SMITH INC 133 VT NEWMANVIEW KS  17p1,19.83,Streaming
2025-08-12,TXN BROOKS GROUP 131 KY NORTH JESSEBURY RI  00Y2,101.85,Other
2024-09-26,ONLINE PAYMENT GONZALEZ AND SONS 307 PA BROWNINGBERG PR  83j6,182.31,Groceries
2025-01-22,"# MITCHELL, WILLIAMS AND HICKS 728 IL PORT BENJAMIN CA  74X2",98.11,Gas
2024-06-16,"POS SANCHEZ, FLORES AND IBARRA 071 TN PORT BRITTANYVILLE PW  00j9",6.37,Coffee Shops
2024-10-02,INV HOWARD-RAMOS 139 CT SOUTH KAYLA NV  71m3,63.61,Restaurants
2024-03-10,DEBIT PHILLIPS-COMBS 622 MA MARTINVIEW MO  80T9,121.2,Restaurants
2025-10-21,"ONLINE PAYMENT ROBERTS, BULLOCK AND DANIELS 091 AZ SHANNONVILLE WV  98B9",298.27,Other
2024-03-11,TXN GOOGLE SERVICES LAKE MOLLY KY  13M0,242.27,Other
2025-11-20,TXN RAMIREZ INC 914 RI EAST CHRISTINA OK  02Z0,251.02,Clothing
2024-03-01,# EBAY LAKE ROBERTTON MP  40c0,270.54,Other
2025-02-06,INV CISNEROS-TYLER 510 VI NEW BRYANBURGH VT  97y9,14.21,Streaming
2024-09-28,POS IHOP MATTHEWLAND PA  18b5,117.6,Restaurants
2024-03-04,"PURCHASE AUTHORIZED WEBB, SANDERS AND BUCHANAN 142 MD DIAZBURGH NH  30v9",132.23,Groceries
2025-04-09,INV HERNANDEZ INC 954 DC WEST MARK MO  74j3,1250.96,Electronics
2024-04-15,"DEBIT RIVERA, ALEXANDER AND CARTER 782 DE NORTH ANDRE MP  96h9",367.83,Other
2024-08-09,ONLINE PAYMENT MITCHELL LLC 203 NJ BROOKEFURT ND  02q7,152.39,Utilities
2025-06-24,"# POTTER, CLEMENTS AND HARTMAN 159 ME NORTH AMYTON IL  10x3",238.98,Insurance
2024-04-15,"ONLINE PAYMENT DICKSON, SCOTT AND SMITH 476 NC WEST TIMOTHYBERG WV  30m6",367.33,Clothing
2025-01-21,"TXN MILLER, MEYERS AND JORDAN 793 OH NORTH JULIESTAD MH  06N1",186.78,Groceries
2025-10-22,PAYMENT BENNETT-LI 407 KS PHILLIPCHESTER PW  60r0,973.78,Electronics
2024-12-28,PURCHASE AUTHORIZED KEITH-GREEN 667 CA SOUTH JOSHUA IL  76J5,360.45,Other
2025-09-15,"PURCHASE AUTHORIZED WALKER, AGUILAR AND BURNS 954 ND NEW BRITTANYPORT AZ  31X8",14.22,Coffee Shops
2024-09-25,"PAYMENT GARRETT, LOPEZ AND SMITH 964 OR NEW TIMOTHY NM  89k5",74.47,Insurance
2024-06-04,POS NGUYEN LTD 937 RI BLACKWELLTON UT  24K7,195.16,Groceries
2025-10-26,# GILL-COLON 554 WV NORTH FRANK IN  40u7,45.17,Gas
2024-12-05,"PURCHASE AUTHORIZED REED, MORENO AND GONZALEZ 247 WI SHANNONMOUTH TN  45L7",23.71,Other
2024-12-15,ONLINE PAYMENT GIBBS LLC 020 MI LEWISBURY NY  39k5,60.67,Restaurants
2024-09-18,REF WELLS GROUP 210 NV WOLFEPORT SC  07L2,115.97,Groceries
2025-03-30,POS MEZA-ESTRADA 164 PR PORT JASONTON MH  08L0,58.31,Groceries
2025-09-26,"POS RUIZ, GOLDEN AND HARVEY 769 MO MALLORYLAND MD  14d8",120.16,Restaurants
2024-12-16,ONLINE PAYMENT MORENO-GARCIA 468 VA LAKE MICHELLELAND WA  49Q2,197.69,Other
2024-11-07,PURCHASE AUTHORIZED HORNE-WILLIAMS 864 DC LAKE AMANDAFURT OR  75i8,69.32,Restaurants
2026-01-26,ONLINE PAYMENT REEVES INC 408 HI MEDINAFORT AS  97w0,143.72,Restaurants
2025-10-02,INV MOSS GROUP 930 AZ HESSBURGH OK  19Z9,450.39,Clothing
2026-01-11,"REF WILLIAMS, JACKSON AND LYNCH 329 IN PORT KENNETHTON IN  38o5",440.24,Clothing
2024-09-09,INV SULLIVAN-MONTES 930 WA PORT DEBRAPORT SC  57Q1,319.87,Clothing
2025-03-03,"PURCHASE AUTHORIZED WRIGHT, BARAJAS AND THOMAS 544 MH KRUEGERSHIRE WV  28J9",12.97,Public Transport
2025-12-14,# HILL PLC 210 ME ANDREWSHIRE AS  11M0,39.14,Gas
2025-06-17,REF MURRAY PLC 980 AL KELSEYHAVEN NV  61f8,992.72,Airfare
2024-10-23,"DEBIT COOK, CRAWFORD AND BROWN 883 MN PORT LISASTAD NH  66g2",409.66,Other
2025-02-27,TXN FOX-COHEN 891 NJ WANGMOUTH PR  87h3,184.66,Other
2025-02-22,"TXN BENDER, CARTER AND EDWARDS 932 TN KNIGHTSIDE AS  09Y1",27.88,Public Transport
2025-09-07,REF MILLER LLC 424 NH SAUNDERSPORT AL  52A6,173.11,Other
2025-04-26,DEBIT DRAKE-WIGGINS 552 MO SUEBOROUGH RI  44q5,3.17,Coffee Shops
2025-08-06,REF HILL INC 664 KS BROWNBURY UT  08v5,496.48,Other
2024-03-22,ONLINE PAYMENT ESPARZA-GRAY 663 NC NORTH KYLETON MA  20M2,276.83,Clothing
2024-10-23,DEBIT BAILEY-HARDING 469 FM LAKE KELLY DE  29s3,135.89,Clothing
2024-10-21,DEBIT PF CHANGS LAKE OLIVIASIDE NJ  39V8,96.91,Restaurants
2024-11-11,TXN COLEMAN-DELGADO 038 IN SHEASTAD ID  04z5,64.63,Groceries
2024-12-28,REF BROWN PLC 646 VT LAKE APRIL CT  60l8,86.89,Clothing
2024-06-12,"PAYMENT LEONARD, SMITH AND MONTGOMERY 575 SD NEW MARIAHAVEN NE  14h9",186.88,Groceries
2024-05-31,ONLINE PAYMENT AMTRAK MCINTOSHVILLE FL  70W3,34.68,Public Transport
2024-05-24,PAYMENT KELLER-PETERSON 372 IN EAST JOSE MS  36C1,92.65,Groceries
2024-05-16,"# FOSTER, MARTIN AND CARTER 418 LA ANTHONYTOWN OR  93E7",162.5,Insurance
2024-12-14,PURCHASE AUTHORIZED MILLER-MARQUEZ 957 MO NORTH CHELSEA TN  77B0,265.6,Other
2026-01-02,# SOLOMON INC 344 OK PORT KATIE SC  61R2,121.54,Restaurants
2025-05-04,"TXN HARRISON, GARNER AND ROGERS 159 SC WEST PAMELA ND  29Y4",13.13,Coffee Shops
2024-11-17,"PURCHASE AUTHORIZED BARNETT, GONZALEZ AND KELLER 099 PW EAST LINDA PW  00R1",324.93,Other
2025-03-28,"REF JENSEN, GONZALEZ AND HOWARD 727 RI LAKE DANIEL NE  01V1",10.1,Coffee Shops
2025-02-14,PAYMENT NUNEZ-MCDONALD 873 AZ DANIELLEMOUTH IA  05G5,40.05,Other
2025-04-14,DEBIT MCDONALD-HALEY 551 KY EAST DAVID WV  49W8,8.92,Coffee Shops
2025-03-05,ONLINE PAYMENT FIELDS-WARD 091 AZ DAVIDBOROUGH WI  41o8,43.32,Other
2025-04-10,INV PITTMAN-TURNER 880 KS LAKE JAMESMOUTH FL  65E4,250.83,Utilities
2024-12-18,INV TRADER JOE'S DIAZSHIRE ID  35r6,190.06,Groceries
2024-02-24,"ONLINE PAYMENT JONES, MILLS AND DEAN 700 CT LAURENPORT AL  86L2",303.26,Clothing
2024-12-15,INV SHELL SOUTH MEGANBURY AS  07S6,27.17,Gas
2025-10-25,TXN CLARK PLC 813 MT PORT JOHNBERG WA  26h9,109.47,Restaurants
2025-11-17,PAYMENT STARBUCKS NORTH JEREMYBERG CT  69Z2,14.61,Coffee Shops
2024-04-04,POS NGUYEN-KLEIN 486 AS SOUTH ERICABURY WI  75S2,8.74,Coffee Shops
2025-11-03,# POWELL-HILL 991 VI LAKE JULIEFURT NE  92A7,15.7,Groceries
2024-03-13,INV BALDWIN-GARDNER 966 WI BENJAMINMOUTH FL  71X6,19.91,Streaming
2024-06-17,INV JOHNSON INC 647 ID NEW KIMBERLY GA  15m5,223.5,Other
2024-11-26,"TXN FLOWERS, SHAW AND ALVARADO 109 PW LAKE DOUGLAS WI  49D8",4.94,Coffee Shops
2025-01-19,"POS WALKER, MEDINA AND KANE 863 TX HATFIELDBURY PW  46e3",123.36,Groceries
2025-05-11,"ONLINE PAYMENT HOWARD, SOLIS AND RAMOS 480 CT DAVIDFURT WA  85f9",78.65,Restaurants
2026-01-20,ONLINE PAYMENT RICHARDSON-BENTLEY 394 RI EAST ASHLEY NY  69r9,184.53,Groceries
2024-09-16,PAYMENT BEST-DONALDSON 286 OK AMANDATON TN  47O5,312.94,Other
2025-08-13,"DEBIT JONES, LAWSON AND DIXON 313 MO WEST PAMELAVIEW CT  00t8",127.08,Restaurants
2025-11-26,PURCHASE AUTHORIZED BEST BUY NEW SAMUELVILLE MA  25v6,1102.62,Electronics
2025-06-25,# BROWN-ASHLEY 897 CO HEATHPORT KY  51O0,8.12,Public Transport
2024-12-23,"TXN GRAHAM, WOODS AND VAZQUEZ 181 TN NEW SHARONTOWN OR  06C9",77.33,Groceries
2024-08-08,"PAYMENT MILLER, TAYLOR AND STANLEY 185 VA ROBERTTOWN NM  54k4",26.11,Public Transport
2024-12-14,DEBIT JOHNSON-FISHER 222 SC AMBERVILLE CO  18w5,17.35,Public Transport
2025-08-15,"POS HODGE, RIVERA AND CALHOUN 126 IL MATTHEWSTOWN AS  12H8",9.23,Coffee Shops
2024-06-26,# SANDERS GROUP 763 VT KEVINSHIRE TN  74e9,216.87,Clothing
2025-08-03,PURCHASE AUTHORIZED AYERS-WONG 866 NE WEST DANIELTOWN AK  84R7,180.26,Clothing
2024-05-20,REF FRAZIER-SHELTON 284 NH LAKE ALEXANDRIA MT  25P5,409.18,Other
2024-07-31,INV CAMPOS-STEWART 224 MT PORT BRUCECHESTER WA  39W0,69.49,Clothing
2025-06-19,"INV SHORT, PETTY AND HENRY 297 OR LAKE STEPHANIEBURY DC  03Y7",67.98,Groceries
2024-04-18,"REF GARCIA, VELEZ AND SPENCER 473 MH CARLVILLE MT  03W5",4.5,Public Transport
2024-12-11,"TXN HERNANDEZ, HERNANDEZ AND ROBINSON 364 IL NORTH JOSEPH MH  61Y5",415.01,Other
2025-12-19,REF LYFT NORTH MADISONVILLE AS  65H2,15.84,Public Transport
2024-10-12,TXN JOHNSON LTD 187 ND REBECCAFORT KS  58H5,53.49,Groceries
2024-09-01,PAYMENT MENDEZ-DOUGHERTY 447 LA EAST KRISTI NE  57D2,354.53,Insurance
2025-03-21,"PURCHASE AUTHORIZED RUSSELL, RANDALL AND FLOWERS 198 MT NEW KRISTYMOUTH IN  87F7",32.23,Public Transport
2024-10-24,DEBIT KNOX-DAVIDSON 387 NJ CHRISTOPHERPORT VI  65O4,30.22,Public Transport
2024-05-22,REF SIMMONS LTD 441 AL DAWSONHAVEN NC  41k4,42.64,Public Transport
2024-03-04,TXN CTA RICHARDSONBOROUGH VA  32d3,47.24,Public Transport
2024-09-01,DEBIT PORTER LTD 825 KY NEW TIFFANYBURY PA  08Y2,209.96,Clothing
2025-09-15,ONLINE PAYMENT JOHNSON-LEWIS 633 FM ANNAMOUTH NH  70B9,111.19,Restaurants
2024-11-29,"TXN HAYES, MIRANDA AND TURNER 839 AZ WEST EMILY AK  87Q5",9.46,Groceries
2025-02-05,INV MYERS PLC 938 MS SOUTH SARALAND FL  05B6,415.03,Electronics
